simulation_id,geometry_type,geometry_parameters,thickness_h,length_Lx,length_Ly,k_low,k_high,boundary_condition_id,T_hot,T_air,measurement_wx,measurement_wy,electrode_min_gap,x_hot_electrode,y_hot_electrode,x_cold_electrode,y_cold_electrode,T_hot_electrode_avg,T_cold_electrode_avg,delta_T_parallel,heat_flux_redirect_ratio,mesh_element_count,qc_pass,field_file
sim_wedge_5f64df48,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0007002735041340441, ""k_low"": 0.9784030401217466, ""k_high"": 251.83700741601874, ""volume_fraction_target"": 0.37099681480778324, ""wedge_slope"": 0.7695521917517419, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_actual"": 0.37166666666666665, ""T_hot"": 346.924466537662, ""T_air"": 301.35546568751573, ""h_c"": 18.192971158666392, ""h_c_side"": 14.363102661673947, ""sample_seed"": 1635395558}",0.000700273504134,0.01,0.01,0.9784030401217466,251.8370074160187,BC-001-TOP-ELECTRODE,346.924466537662,301.35546568751573,0.0005,0.0005,0.0005,0.00525,0.00925,0.00025,0.00025,346.7459367549965,345.9503538882601,0.7955828667363676,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_5f64df48.h5
sim_random_smoothed_35412ad4,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0009396971602991096, ""k_low"": 0.3231969363462415, ""k_high"": 293.3791367223838, ""volume_fraction_target"": 0.39506361019301284, ""blur_sigma"": [1.0588501008805207, 8.471464760586283, 8.471464760586283], ""T_hot"": 332.7916095714638, ""T_air"": 301.3538273415642, ""h_c"": 10.378504951598657, ""h_c_side"": 24.311721838049372, ""random_topology_style"": ""lamellae_yz"", ""sample_seed"": 1789720361}",0.0009396971602991,0.01,0.01,0.3231969363462415,293.3791367223838,BC-001-TOP-ELECTRODE,332.7916095714638,301.3538273415642,0.0005,0.0005,0.0005,0.00175,0.00425,0.00025,0.00975,332.79023526390097,330.0278254761416,2.7624097877593954,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_35412ad4.h5
sim_arc_c48cde2b,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0019292714129678366, ""k_low"": 0.17875347290291196, ""k_high"": 351.20923183493477, ""center_fraction"": 0.5484743726480612, ""radius_fraction"": 0.37076594913445254, ""base_height_fraction"": 0.17401252038027587, ""arc_height_fraction"": 0.602110309648454, ""channel_half_width_fraction"": 0.0820033849332767, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.19833333333333333, ""volume_fraction_actual"": 0.19833333333333333, ""T_hot"": 338.4515135645325, ""T_air"": 290.34941740847233, ""h_c"": 13.519259053635258, ""h_c_side"": 17.357091618412145, ""sample_seed"": 2379683449}",0.0019292714129678,0.01,0.01,0.1787534729029119,351.20923183493477,BC-001-TOP-ELECTRODE,338.4515135645325,290.34941740847233,0.0005,0.0005,0.0005,0.00475,0.00475,0.00975,0.00025,337.4316694828441,326.6324958685045,10.799173614339566,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_c48cde2b.h5
sim_wedge_c472beeb,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001344092037453372, ""k_low"": 0.4475734198429742, ""k_high"": 201.03110261245098, ""volume_fraction_target"": 0.25704153296624876, ""wedge_slope"": 0.4494290410775961, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_actual"": 0.25666666666666665, ""T_hot"": 377.62214417850015, ""T_air"": 290.28068948711194, ""h_c"": 5.505487251721528, ""h_c_side"": 9.951081261481107, ""sample_seed"": 636027803}",0.0013440920374533,0.01,0.01,0.4475734198429742,201.03110261245095,BC-001-TOP-ELECTRODE,377.62214417850015,290.28068948711194,0.0005,0.0005,0.0005,0.00175,0.00475,0.00975,0.00975,376.7336292152155,373.7114428069125,3.022186408303014,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_c472beeb.h5
sim_step_90ca8f5d,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0008086163457606046, ""k_low"": 0.5527588977620793, ""k_high"": 363.0248109942302, ""step_position"": 0.46223931730605966, ""low_thickness_fraction"": 0.3365407122484469, ""high_thickness_fraction"": 0.6967240198213556, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_target"": 0.5279166666666667, ""volume_fraction_actual"": 0.5279166666666667, ""T_hot"": 379.5873677103323, ""T_air"": 299.854929292058, ""h_c"": 18.107166504159867, ""h_c_side"": 23.882763773568804, ""sample_seed"": 3033552420}",0.0008086163457606,0.01,0.01,0.5527588977620793,363.0248109942302,BC-001-TOP-ELECTRODE,379.5873677103323,299.854929292058,0.0005,0.0005,0.0005,0.00325,0.00375,0.00975,0.00975,378.8874238203294,376.7649970188888,2.1224268014406107,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_90ca8f5d.h5
sim_wedge_53829187,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0015572575181826986, ""k_low"": 0.7537823144478492, ""k_high"": 339.24807224237554, ""volume_fraction_target"": 0.5037040599421814, ""wedge_slope"": 1.1798207379166235, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_actual"": 0.5035833333333334, ""T_hot"": 343.74045399194955, ""T_air"": 309.5806448003654, ""h_c"": 7.26429332951771, ""h_c_side"": 7.9612978225298985, ""sample_seed"": 379470727}",0.0015572575181826,0.01,0.01,0.7537823144478492,339.24807224237554,BC-001-TOP-ELECTRODE,343.74045399194955,309.5806448003654,0.0005,0.0005,0.0005,0.00075,0.00075,0.00975,0.00975,343.7383208156996,342.6368869274145,1.1014338882851007,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_53829187.h5
sim_step_58b91f02,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0016447777145761073, ""k_low"": 0.6102898106194701, ""k_high"": 103.59871575864535, ""step_position"": 0.5180175089202399, ""low_thickness_fraction"": 0.31007773013785006, ""high_thickness_fraction"": 0.8755460923327401, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_target"": 0.5803333333333334, ""volume_fraction_actual"": 0.5803333333333334, ""T_hot"": 381.49681355347406, ""T_air"": 302.4173943297137, ""h_c"": 14.048937892979962, ""h_c_side"": 19.653491417575182, ""sample_seed"": 2815783806}",0.0016447777145761,0.01,0.01,0.6102898106194701,103.59871575864535,BC-001-TOP-ELECTRODE,381.49681355347406,302.4173943297137,0.0005,0.0005,0.0005,0.00325,0.00325,0.00975,0.00975,381.08241252247336,376.6872929750038,4.395119547469562,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_58b91f02.h5
sim_random_smoothed_3158fa97,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0012936517695028686, ""k_low"": 0.8561485162281874, ""k_high"": 357.21815359331083, ""volume_fraction_target"": 0.7009912295130998, ""blur_sigma"": [10.766385984628785, 10.766385984628785, 1.414520222420411], ""T_hot"": 331.37239842362305, ""T_air"": 294.55338145838186, ""h_c"": 17.03770261140003, ""h_c_side"": 17.416629153858086, ""random_topology_style"": ""lamellae_xy"", ""sample_seed"": 2838126200}",0.0012936517695028,0.01,0.01,0.8561485162281874,357.21815359331083,BC-001-TOP-ELECTRODE,331.37239842362305,294.55338145838186,0.0005,0.0005,0.0005,0.00125,0.00425,0.00475,0.00025,331.2420641184158,330.653409633758,0.588654484657809,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_3158fa97.h5
sim_arc_31db3aa8,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0011697740362989555, ""k_low"": 0.5506809490567288, ""k_high"": 306.54973795378964, ""center_fraction"": 0.6214565446499939, ""radius_fraction"": 0.30616487031499856, ""base_height_fraction"": 0.26706913870389926, ""arc_height_fraction"": 0.48003198943121783, ""channel_half_width_fraction"": 0.07312719560874739, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.17833333333333334, ""volume_fraction_actual"": 0.17833333333333334, ""T_hot"": 370.69956133680154, ""T_air"": 305.15479415689174, ""h_c"": 18.177357176868366, ""h_c_side"": 14.24162127331893, ""sample_seed"": 1440433570}",0.0011697740362989,0.01,0.01,0.5506809490567288,306.54973795378964,BC-001-TOP-ELECTRODE,370.69956133680154,305.15479415689174,0.0005,0.0005,0.0005,0.00375,0.00475,0.00975,0.00975,370.0365945002512,366.2993406032836,3.737253896967616,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_31db3aa8.h5
sim_wedge_3e0e9db5,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0012276443999774977, ""k_low"": 0.6266568440631332, ""k_high"": 252.55266700926526, ""volume_fraction_target"": 0.7084492413096406, ""wedge_slope"": 0.5727471059697512, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_actual"": 0.71, ""T_hot"": 342.47974764472883, ""T_air"": 302.3649971624969, ""h_c"": 12.371335218561612, ""h_c_side"": 5.668254917993023, ""sample_seed"": 2005762470}",0.0012276443999774,0.01,0.01,0.6266568440631332,252.5526670092653,BC-001-TOP-ELECTRODE,342.47974764472883,302.3649971624969,0.0005,0.0005,0.0005,0.00975,0.00525,0.00025,0.00975,342.47663024154156,341.73494226842377,0.7416879731177914,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_3e0e9db5.h5
sim_double_layer_4f2ffe3b,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0018547865250343207, ""k_low"": 0.15875010894943428, ""k_high"": 303.16314802036095, ""split_fraction"": 0.5808858304204427, ""bottom_width_fraction"": 0.4342470604211248, ""top_width_fraction"": 0.48946293844796523, ""bridge_width_fraction"": 0.14678857758574557, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.4633333333333333, ""volume_fraction_actual"": 0.4633333333333333, ""T_hot"": 369.9320888257564, ""T_air"": 300.9723199349589, ""h_c"": 14.098588839145565, ""h_c_side"": 21.32850272990657, ""sample_seed"": 3223332806}",0.0018547865250343,0.01,0.01,0.1587501089494342,303.16314802036095,BC-001-TOP-ELECTRODE,369.9320888257564,300.9723199349589,0.0005,0.0005,0.0005,0.00525,0.00525,0.00025,0.00975,369.615149265671,360.2428387391118,9.372310526559204,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_4f2ffe3b.h5
sim_step_2d126812,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0006822827812806998, ""k_low"": 0.5555506812324998, ""k_high"": 51.20665888457382, ""step_position"": 0.7196805942500384, ""low_thickness_fraction"": 0.25273661910354833, ""high_thickness_fraction"": 0.6300071339012213, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.35833333333333334, ""volume_fraction_actual"": 0.35833333333333334, ""T_hot"": 339.5695156825427, ""T_air"": 303.7860258599281, ""h_c"": 10.499543191027898, ""h_c_side"": 22.55757883117973, ""sample_seed"": 743500261}",0.0006822827812806,0.01,0.01,0.5555506812324998,51.20665888457382,BC-001-TOP-ELECTRODE,339.5695156825427,303.7860258599281,0.0005,0.0005,0.0005,0.00525,0.00175,0.00975,0.00975,339.3824482277869,338.68222862994145,0.7002195978454324,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_2d126812.h5
sim_double_layer_fc97c081,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0005937870921892737, ""k_low"": 0.558685921115651, ""k_high"": 164.86517134565915, ""split_fraction"": 0.6300061401914235, ""bottom_width_fraction"": 0.6806416510123886, ""top_width_fraction"": 0.6018130745516568, ""bridge_width_fraction"": 0.12276898703507771, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.645, ""volume_fraction_actual"": 0.645, ""T_hot"": 353.45762796176217, ""T_air"": 299.508678763891, ""h_c"": 17.540031634105773, ""h_c_side"": 22.87928836426027, ""sample_seed"": 1688306510}",0.0005937870921892,0.01,0.01,0.558685921115651,164.86517134565915,BC-001-TOP-ELECTRODE,353.45762796176217,299.508678763891,0.0005,0.0005,0.0005,0.00525,0.00525,0.00975,0.00975,353.45398219216764,352.8214078688786,0.6325743232890204,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_fc97c081.h5
sim_random_smoothed_7d3abdf1,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0015441115930350789, ""k_low"": 0.5028477685235405, ""k_high"": 157.61962254948068, ""volume_fraction_target"": 0.7048775599017841, ""blur_sigma"": [1.4664783744584322, 9.334640249887109, 9.334640249887109], ""T_hot"": 368.61710298588616, ""T_air"": 300.96171062877625, ""h_c"": 12.476912852220739, ""h_c_side"": 23.616999549495155, ""random_topology_style"": ""lamellae_yz"", ""sample_seed"": 1735775083}",0.001544111593035,0.01,0.01,0.5028477685235405,157.61962254948068,BC-001-TOP-ELECTRODE,368.61710298588616,300.96171062877625,0.0005,0.0005,0.0005,0.00625,0.00375,0.00025,0.00975,368.6073282700452,363.4203706048969,5.186957665148327,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_7d3abdf1.h5
sim_double_layer_46078a74,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0019537542627457768, ""k_low"": 0.46156764770635744, ""k_high"": 180.52872433997655, ""split_fraction"": 0.566591033836676, ""bottom_width_fraction"": 0.5469081586747433, ""top_width_fraction"": 0.5482290388540366, ""bridge_width_fraction"": 0.1662265952746776, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.5516666666666666, ""volume_fraction_actual"": 0.5516666666666666, ""T_hot"": 397.6389815462, ""T_air"": 290.44556397759175, ""h_c"": 14.787425497096876, ""h_c_side"": 13.841420234554176, ""sample_seed"": 2626042891}",0.0019537542627457,0.01,0.01,0.4615676477063574,180.52872433997655,BC-001-TOP-ELECTRODE,397.6389815462,290.44556397759175,0.0005,0.0005,0.0005,0.00525,0.00475,0.00975,0.00025,397.55609824065334,391.76212620339174,5.793972037261597,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_46078a74.h5
sim_double_layer_9c8ed122,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0015114266945404665, ""k_low"": 0.3923573186006693, ""k_high"": 75.8892829237087, ""split_fraction"": 0.5466860699166797, ""bottom_width_fraction"": 0.49879624901551745, ""top_width_fraction"": 0.564303769004899, ""bridge_width_fraction"": 0.06296635286887928, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.535, ""volume_fraction_actual"": 0.535, ""T_hot"": 385.59200843898606, ""T_air"": 294.2370047456489, ""h_c"": 19.95875679643373, ""h_c_side"": 21.365390671184315, ""sample_seed"": 2459379642}",0.0015114266945404,0.01,0.01,0.3923573186006693,75.8892829237087,BC-001-TOP-ELECTRODE,385.59200843898606,294.2370047456489,0.0005,0.0005,0.0005,0.00475,0.00525,0.00975,0.00975,385.35509830891687,379.39805408511137,5.957044223805497,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_9c8ed122.h5
sim_random_smoothed_62e7b4d6,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0014089895694731694, ""k_low"": 0.84488318985623, ""k_high"": 328.7485110743783, ""volume_fraction_target"": 0.5690008474705501, ""blur_sigma"": 1.5225260381122574, ""T_hot"": 347.4874395648514, ""T_air"": 292.12292308742593, ""h_c"": 19.61467985935917, ""h_c_side"": 10.161030668717672, ""random_topology_style"": ""isotropic"", ""sample_seed"": 246203920}",0.0014089895694731,0.01,0.01,0.84488318985623,328.7485110743783,BC-001-TOP-ELECTRODE,347.4874395648514,292.12292308742593,0.0005,0.0005,0.0005,0.00775,0.00075,0.00025,0.00975,347.4756698787611,346.5055117272579,0.970158151503199,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_62e7b4d6.h5
sim_double_layer_c40bd25a,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0014904692426516394, ""k_low"": 0.4453607825601867, ""k_high"": 350.70699921316685, ""split_fraction"": 0.5893998793859303, ""bottom_width_fraction"": 0.41145321592461365, ""top_width_fraction"": 0.41255823323960106, ""bridge_width_fraction"": 0.1663669657119408, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.42, ""volume_fraction_actual"": 0.42, ""T_hot"": 356.0522976838388, ""T_air"": 303.8195855128069, ""h_c"": 17.23105332717494, ""h_c_side"": 18.653111863520184, ""sample_seed"": 1145019186}",0.0014904692426516,0.01,0.01,0.4453607825601867,350.70699921316685,BC-001-TOP-ELECTRODE,356.0522976838388,303.8195855128069,0.0005,0.0005,0.0005,0.00525,0.00775,0.00975,0.00475,354.8615341790923,353.0434532624606,1.8180809166316865,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_c40bd25a.h5
sim_double_layer_51c1b001,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0014719375034023098, ""k_low"": 0.2537544636974781, ""k_high"": 347.5342612634918, ""split_fraction"": 0.5102932468204279, ""bottom_width_fraction"": 0.5751329190805353, ""top_width_fraction"": 0.4151499017941868, ""bridge_width_fraction"": 0.08888936049807211, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.5083333333333333, ""volume_fraction_actual"": 0.5083333333333333, ""T_hot"": 328.13563804571146, ""T_air"": 299.40892401631254, ""h_c"": 17.169575819002542, ""h_c_side"": 5.114039359775195, ""sample_seed"": 3650693551}",0.0014719375034023,0.01,0.01,0.2537544636974781,347.5342612634918,BC-001-TOP-ELECTRODE,328.13563804571146,299.40892401631254,0.0005,0.0005,0.0005,0.00375,0.00475,0.00975,0.00975,328.09786137484764,326.5217237123947,1.5761376624529362,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_51c1b001.h5
sim_wedge_30997af5,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0018156998423884848, ""k_low"": 0.7979440256424385, ""k_high"": 218.72309866492657, ""volume_fraction_target"": 0.47848121619551875, ""wedge_slope"": 0.5524579007676792, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_actual"": 0.47833333333333333, ""T_hot"": 371.0918114424555, ""T_air"": 298.97655610950136, ""h_c"": 13.101399186726429, ""h_c_side"": 8.129619080296846, ""sample_seed"": 415812596}",0.0018156998423884,0.01,0.01,0.7979440256424385,218.72309866492657,BC-001-TOP-ELECTRODE,371.0918114424555,298.97655610950136,0.0005,0.0005,0.0005,0.00075,0.00475,0.00975,0.00025,370.4526576718847,368.4205092297293,2.03214844215546,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_30997af5.h5
sim_arc_1489fe20,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001604153866428441, ""k_low"": 0.32349185654576273, ""k_high"": 289.2017553537509, ""center_fraction"": 0.5600876194099571, ""radius_fraction"": 0.3821505047436439, ""base_height_fraction"": 0.09235171465700003, ""arc_height_fraction"": 0.6141769605661929, ""channel_half_width_fraction"": 0.053119388880779723, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.10666666666666667, ""volume_fraction_actual"": 0.10666666666666667, ""T_hot"": 398.5559728686196, ""T_air"": 297.06273518967083, ""h_c"": 17.10266013255444, ""h_c_side"": 20.696539662163712, ""sample_seed"": 2030621564}",0.0016041538664284,0.01,0.01,0.3234918565457627,289.2017553537509,BC-001-TOP-ELECTRODE,398.5559728686196,297.06273518967083,0.0005,0.0005,0.0005,0.00475,0.00475,0.00975,0.00975,395.45292731842864,381.7402096838881,13.712717634540525,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_1489fe20.h5
sim_random_smoothed_e6a71839,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001540294957353158, ""k_low"": 0.9536367460288564, ""k_high"": 87.97123619100937, ""volume_fraction_target"": 0.2456117989731465, ""blur_sigma"": [12.253161822912126, 0.6826075422478332, 12.253161822912126], ""T_hot"": 357.4948035981197, ""T_air"": 303.36595569040986, ""h_c"": 15.74295175586933, ""h_c_side"": 14.294043931350124, ""random_topology_style"": ""lamellae_xz"", ""sample_seed"": 1571744865}",0.0015402949573531,0.01,0.01,0.9536367460288564,87.97123619100937,BC-001-TOP-ELECTRODE,357.4948035981197,303.36595569040986,0.0005,0.0005,0.0005,0.00175,0.00225,0.00975,0.00025,357.4674943333366,355.0322822120977,2.4352121212389193,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_e6a71839.h5
sim_wedge_03821384,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0008367597868791159, ""k_low"": 0.965650015077906, ""k_high"": 349.46090342803626, ""volume_fraction_target"": 0.6834877224956195, ""wedge_slope"": 1.2035984838203042, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_actual"": 0.65, ""T_hot"": 361.2796153887288, ""T_air"": 294.25682497318246, ""h_c"": 18.872224504568415, ""h_c_side"": 18.629784428524026, ""sample_seed"": 1600518507}",0.0008367597868791,0.01,0.01,0.965650015077906,349.46090342803626,BC-001-TOP-ELECTRODE,361.2796153887288,294.25682497318246,0.0005,0.0005,0.0005,0.00225,0.00475,0.00975,0.00025,361.2765320285603,359.4877675493094,1.788764479250915,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_03821384.h5
sim_arc_8eeb5d45,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0013152059857623691, ""k_low"": 0.4852424365595159, ""k_high"": 388.25766718109827, ""center_fraction"": 0.47105984237142146, ""radius_fraction"": 0.3507845456660668, ""base_height_fraction"": 0.2014665681180798, ""arc_height_fraction"": 0.5348847102049884, ""channel_half_width_fraction"": 0.045976505725540476, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.11333333333333333, ""volume_fraction_actual"": 0.11333333333333333, ""T_hot"": 376.2543813286208, ""T_air"": 299.9314288442352, ""h_c"": 10.86548218304052, ""h_c_side"": 5.036912618053428, ""sample_seed"": 1882440628}",0.0013152059857623,0.01,0.01,0.4852424365595159,388.2576671810982,BC-001-TOP-ELECTRODE,376.2543813286208,299.9314288442352,0.0005,0.0005,0.0005,0.00175,0.00525,0.00975,0.00025,374.53429709630086,373.2175116444656,1.316785451835301,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_8eeb5d45.h5
sim_wedge_4e446640,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001331137497800956, ""k_low"": 0.40938379454085655, ""k_high"": 118.29992443099012, ""volume_fraction_target"": 0.7326171707973173, ""wedge_slope"": 0.9550477831852179, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_actual"": 0.71, ""T_hot"": 368.6458328291327, ""T_air"": 301.5947790238053, ""h_c"": 11.741267433139921, ""h_c_side"": 24.3509770210029, ""sample_seed"": 3934768429}",0.0013311374978009,0.01,0.01,0.4093837945408565,118.29992443099012,BC-001-TOP-ELECTRODE,368.6458328291327,301.5947790238053,0.0005,0.0005,0.0005,0.00475,0.00775,0.00975,0.00025,368.6356296372928,363.44267036109727,5.192959276195552,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_4e446640.h5
sim_double_layer_141ad9b9,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001829204558996904, ""k_low"": 0.7569000449214074, ""k_high"": 108.10895199521933, ""split_fraction"": 0.3968744710284836, ""bottom_width_fraction"": 0.4353504197909358, ""top_width_fraction"": 0.4327936340591368, ""bridge_width_fraction"": 0.09957963127110155, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.43833333333333335, ""volume_fraction_actual"": 0.43833333333333335, ""T_hot"": 320.5600555264697, ""T_air"": 303.4108588673394, ""h_c"": 22.77451236115763, ""h_c_side"": 5.4819462305995215, ""sample_seed"": 4032921911}",0.0018292045589969,0.01,0.01,0.7569000449214074,108.10895199521931,BC-001-TOP-ELECTRODE,320.5600555264697,303.4108588673394,0.0005,0.0005,0.0005,0.00625,0.00525,0.00475,0.00025,320.14964930784424,319.86504118173707,0.2846081261071731,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_141ad9b9.h5
sim_double_layer_d41fc70e,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0007148136079953708, ""k_low"": 0.9309575248572366, ""k_high"": 175.25070487364718, ""split_fraction"": 0.6437035747512688, ""bottom_width_fraction"": 0.7495344752025543, ""top_width_fraction"": 0.40434550700761396, ""bridge_width_fraction"": 0.11069629811055515, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.6333333333333333, ""volume_fraction_actual"": 0.6333333333333333, ""T_hot"": 342.8200417568377, ""T_air"": 306.63213813512084, ""h_c"": 21.426331232644223, ""h_c_side"": 5.319011327081478, ""sample_seed"": 1756254735}",0.0007148136079953,0.01,0.01,0.9309575248572366,175.25070487364718,BC-001-TOP-ELECTRODE,342.8200417568377,306.63213813512084,0.0005,0.0005,0.0005,0.00375,0.00525,0.00975,0.00975,342.8154954917705,342.59782660170237,0.2176688900681256,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_d41fc70e.h5
